Palette at 400000_400010:
Idx | R | G | B
06  | 115 |   0 |   0
07  | 165 |   0 |   0
08  | 214 |   0 |   0
09  | 247 |  49 |   0
10  | 247 | 115 |  33
11  | 247 | 247 | 247
12  | 148 | 148 | 148
13  | 181 | 181 | 181
14  | 214 | 214 | 214
15  |  16 |  16 |  16

Palette at 401520_401530:
Idx | R | G | B
00  |   0 | 165 | 148
01  |  33 |  49 |  33
02  |  66 |  82 |  49
03  |  99 | 115 |  82
04  | 132 | 132 | 115
05  | 165 | 181 | 148
06  |  66 | 115 | 132
07  | 132 | 165 | 247
08  |  33 | 181 | 132
09  |  66 |  66 |  49
10  |  99 |  99 |  49
11  | 132 | 132 |  66
12  | 165 | 132 |  82
13  | 214 | 181 |  82
14  | 197 | 214 | 247
15  |  33 |  33 |  16

Palette at 401540_401550:
Idx | R | G | B
00  |   0 | 165 | 165
01  |  49 |  66 |  66
02  |  66 |  82 |  82
03  |  82 |  99 | 115
04  | 132 | 132 | 148
05  | 165 | 165 | 181
06  | 214 | 214 | 214
07  | 247 | 247 | 247
08  | 148 | 132 | 115
09  | 181 | 165 | 148
10  | 230 | 214 | 197
11  | 132 | 132 | 132
12  | 165 | 165 | 165
13  | 214 | 214 | 214
14  | 247 | 247 | 247
15  |  49 |  49 |  49

Palette at 401560_401570:
Idx | R | G | B
00  |   0 | 165 | 181
01  |  33 |  49 |  49
02  |  33 |  49 |  66
03  |  49 |  66 |  66
04  |  66 |  82 |  82
05  |  82 |  99 | 115
06  | 115 | 132 | 148
07  | 132 | 132 | 148
08  |  66 |  66 |  66
09  |  99 |  99 |  99
10  | 132 | 132 | 132
11  | 165 | 165 | 148
12  | 197 | 197 | 181
13  | 230 | 230 | 214
14  | 247 | 247 | 247
15  |  33 |  33 |  33

Palette at 401580_401590:
Idx | R | G | B
00  |   0 | 165 | 197
01  |  66 |  99 | 148
02  |  99 | 148 | 197
03  | 115 |  16 |  16
04  | 214 | 181 |  16
05  | 247 | 247 |  49
06  | 197 |  16 |  16
07  | 247 |  66 |  16
08  |  66 |  66 |  33
09  |  99 |  99 |  33
10  | 132 | 132 |  82
11  | 165 | 165 |  99
12  | 197 | 197 | 132
13  | 230 | 230 | 181
14  | 247 | 247 | 230
15  |  33 |  33 |  33

Palette at 4015A0_4015B0:
Idx | R | G | B
00  |   0 | 165 | 214
01  |  66 | 132 |  49
02  |  82 | 197 |  66
03  | 115 |  16 |  16
04  | 214 | 181 |  16
05  | 247 | 247 |  49
06  | 197 |  16 |  16
07  | 247 |  66 |  16
08  |  33 |  66 |  82
09  |  66 | 115 |  99
10  |  82 | 148 | 115
11  | 148 | 181 | 132
12  | 197 | 197 | 181
13  | 214 | 230 | 197
14  | 247 | 247 | 247
15  |  33 |  33 |  33

Palette at 4015C0_4015D0:
Idx | R | G | B
00  |   0 | 165 | 230
01  | 115 |  82 |  33
02  | 181 |  99 |  49
03  |  33 |  66 |  99
04  |  49 |  99 | 181
05  | 181 | 148 |  49
06  | 230 | 181 |  33
07  | 132 |  16 |  33
08  | 181 |  16 |  33
09  | 214 |  99 |  33
10  |  16 |  99 |  66
11  |  33 | 148 |  99
12  |  82 |  82 |  99
13  | 115 | 132 | 132
14  | 165 | 181 | 181
15  |  33 |  33 |  49

Palette at 4015E0_4015F0:
Idx | R | G | B
00  |   0 | 165 | 247
01  |  33 |  82 |  49
02  |  49 | 115 |  66
03  |  66 | 165 |  82
04  | 197 | 165 |  16
05  | 247 | 230 |  49
06  |  82 | 181 |  99
07  | 230 |  66 |  16
08  |  82 |  66 |  82
09  | 115 |  99 |  82
10  | 148 | 148 | 115
11  | 181 | 181 | 132
12  | 214 | 214 | 181
13  | 247 | 247 | 214
14  | 247 | 247 | 247
15  |  33 |  33 |  33

Palette at 401600_401610:
Idx | R | G | B
00  |   0 | 181 |   0
01  |  82 |  82 |  82
02  | 115 |  99 |  82
03  | 148 | 132 |  99
04  | 165 | 165 | 115
05  | 197 | 197 | 132
06  | 230 | 214 | 181
07  | 247 | 230 | 214
08  | 165 | 115 |  49
09  | 214 | 132 |  49
10  | 247 | 181 |  33
11  | 247 | 230 |  82
12  | 181 | 181 | 148
13  | 214 | 214 | 197
14  | 247 | 247 | 247
15  |  66 |  49 |  49

Palette at 401620_401630:
Idx | R | G | B
00  |   0 | 181 |  16
01  |  82 |  82 |  82
02  | 115 |  99 |  82
03  | 148 | 132 |  99
04  | 165 | 165 | 115
05  |  99 | 165 |  49
06  | 148 | 197 |  33
07  | 247 | 230 | 214
08  |  33 |  33 |  33
09  |  99 |  66 |  33
10  | 148 |  99 |  49
11  |  33 | 115 |  33
12  | 181 | 181 | 148
13  | 214 | 214 | 197
14  |  16 |  49 |  33
15  |  66 |  49 |  49

Palette at 401640_401650:
Idx | R | G | B
00  |   0 | 181 |  33
01  |  99 |   0 |  16
02  | 165 |  16 |  16
03  | 230 |  33 |  16
04  | 247 | 115 |  49
05  | 165 | 115 |  49
06  | 214 | 148 |  16
07  | 247 | 230 |  49
08  |  66 |  66 |  49
09  |  99 |  99 |  66
10  | 132 | 132 |  82
11  | 165 | 165 |  99
12  | 197 | 197 | 148
13  | 230 | 230 | 197
14  | 247 | 247 | 230
15  |  33 |  33 |  33

Palette at 401660_401670:
Idx | R | G | B
00  |   0 | 181 |  49
01  |  16 |  66 |  49
02  |  49 | 115 |  82
03  |  99 | 148 | 115
04  |  49 |  66 | 165
05  |  49 | 148 | 181
06  |  99 | 197 | 230
07  | 181 |   0 |   0
08  | 247 |  99 |   0
09  | 214 | 214 |   0
10  |  99 |  66 |  49
11  | 132 | 115 |  99
12  | 197 | 181 | 115
13  | 230 | 230 | 197
14  | 247 | 247 | 214
15  |  66 |  33 |   0

Palette at 401680_401690:
Idx | R | G | B
00  |   0 | 181 |  66
01  |  66 |  99 | 214
02  |  66 |  99 | 230
03  |  82 | 115 | 247
04  |  82 | 115 | 247
05  |  99 | 132 | 247
06  |  99 | 148 | 247
07  | 115 | 148 | 247
08  | 197 | 214 | 247
09  |  82 | 132 | 247
10  |  99 | 132 | 247
11  | 115 | 148 | 247
12  | 132 | 165 | 247
13  | 148 | 181 | 247
14  | 181 | 197 | 247
15  | 230 | 230 | 247

Palette at 4016A0_4016B0:
Idx | R | G | B
00  |   0 | 181 |  82
01  |  33 |  66 |  82
02  |  33 |  66 |  99
03  |  49 |  82 |  99
04  |  49 |  82 | 115
05  |  49 |  99 | 115
06  |  33 |  49 |  49
07  |  33 |  49 |  66
08  | 247 | 247 | 214
09  |  99 | 115 | 132
10  | 132 | 132 | 132
11  | 148 | 165 | 148
12  | 181 | 181 | 148
13  | 214 | 197 | 165
14  | 230 | 230 | 181
15  |  16 |  33 |  33

Palette at 4016C0_4016D0:
Idx | R | G | B
00  |   0 | 181 |  99
01  | 230 | 230 | 247
02  | 247 | 247 | 247
03  |  82 | 115 | 247
04  |  82 | 115 | 247
05  |  99 | 132 | 247
06  |  99 | 148 | 247
07  | 115 | 148 | 247
08  |  66 |  99 | 148
09  |  82 |  99 | 165
10  |  82 | 115 | 181
11  |  99 | 132 | 181
12  | 115 | 132 | 214
13  | 148 | 148 | 230
14  | 181 | 181 | 230
15  | 197 | 214 | 247

Palette at 4016E0_4016F0:
Idx | R | G | B
00  |   0 | 181 | 115
01  |  33 |  33 | 181
02  |  66 |  49 | 197
03  |  82 |  49 | 214
04  | 115 |  66 | 230
05  | 148 |  82 | 247
06  | 165 | 115 | 247
07  | 181 | 132 | 247
08  | 197 | 148 | 247
09  |  82 | 132 | 247
10  |  99 | 132 | 247
11  | 115 | 148 | 247
12  | 132 | 165 | 247
13  | 148 | 181 | 247
14  | 181 | 197 | 247
15  | 230 | 230 | 247

Palette at 401700_401710:
Idx | R | G | B
00  |   0 | 181 | 132
01  | 247 | 214 | 214
02  | 247 | 247 | 230
03  |  82 |  49 | 214
04  | 115 |  66 | 230
05  | 148 |  82 | 247
06  | 165 | 115 | 247
07  | 181 | 132 | 247
08  |  33 |   0 |  99
09  |  49 |   0 | 115
10  |  49 |  33 | 132
11  |  82 |  49 | 148
12  | 115 |  82 | 165
13  | 132 |  82 | 181
14  | 197 | 132 | 181
15  | 230 | 165 | 197

Palette at 401720_401730:
Idx | R | G | B
00  |   0 | 181 | 148
01  | 230 | 247 | 230
02  | 247 | 247 | 247
03  | 132 |  99 | 197
04  | 148 |  99 | 197
05  | 165 | 115 | 230
06  | 181 | 132 | 230
07  | 197 | 148 | 214
08  | 197 | 165 | 214
09  | 197 | 181 | 214
10  | 214 | 197 | 214
11  | 115 |  99 | 181
12  | 115 |  99 | 181
13  | 132 | 214 | 197
14  | 165 | 230 | 214
15  | 181 | 230 | 214

Palette at 401740_401750:
Idx | R | G | B
00  |   0 | 181 | 165
01  | 230 |  16 |   0
02  | 230 |  49 |  16
03  | 247 |  82 |  16
04  | 247 | 115 |  33
05  | 247 | 148 |  33
06  | 247 | 181 |  49
07  | 247 | 214 |  49
08  | 230 |  16 |   0
09  | 230 |  49 |  16
10  | 247 |  82 |  16
11  | 247 | 115 |  33
12  | 247 | 148 |  33
13  | 247 | 181 |  49
14  | 247 | 214 |  49
15  |  16 |  16 |  16

Palette at 401760_401770:
Idx | R | G | B
00  |   0 | 181 | 181
01  |   0 |  49 | 230
02  |   0 |  82 | 230
03  |   0 | 115 | 247
04  |  33 | 148 | 247
05  |  66 | 181 | 247
06  | 115 | 230 | 247
07  | 197 | 230 | 247
08  | 247 | 247 | 247
09  | 214 | 148 | 132
10  | 214 | 181 | 165
11  | 214 | 214 | 197
12  | 230 | 230 | 214
13  | 247 | 247 | 247
14  |   0 |   0 |   0
15  |  66 | 148 |  66

Palette at 401780_401790:
Idx | R | G | B
00  |   0 | 181 | 197
01  |  66 |  33 |   0
02  |  99 |  49 |   0
03  | 132 |  66 |   0
04  | 181 |  99 |   0
05  | 214 | 132 |  33
06  | 230 | 181 |  66
07  | 247 | 230 |  99
08  | 247 | 247 | 197
09  | 181 |  99 |  99
10  | 197 | 165 | 132
11  | 230 | 197 | 197
12  |  66 |   0 |   0
13  | 132 |  16 |   0
14  | 181 |  82 |  16
15  |   0 |   0 |   0

Palette at 4017A0_4017B0:
Idx | R | G | B
00  |   0 | 181 | 214
01  |  33 |  49 |  33
02  |  33 |  66 |  49
03  |  66 |  82 |  49
04  | 115 | 115 |  49
05  | 181 | 165 |  82
06  | 230 | 197 |  99
07  | 247 | 230 | 148
08  | 247 | 247 | 247
09  | 181 | 115 | 115
10  | 197 | 165 | 132
11  | 230 | 197 | 197
12  |  66 |   0 |  33
13  | 132 |  16 |  66
14  | 165 |  66 | 115
15  |   0 |   0 |   0

Palette at 4017C0_4017D0:
Idx | R | G | B
00  |   0 | 181 | 230
01  |  33 |  66 | 132
02  |  33 |  82 | 148
03  |  33 |  99 | 165
04  |  66 | 115 | 181
05  |  82 | 115 | 197
06  |  99 | 115 | 197
07  | 115 | 132 | 214
08  | 115 | 148 | 214
09  | 132 | 148 | 230
10  | 132 | 181 | 197
11  | 165 | 214 | 214
12  | 181 | 230 | 230
13  | 197 | 230 | 247
14  |  33 |  66 | 115
15  |  16 |  66 |  82

Palette at 4017E0_4017F0:
Idx | R | G | B
00  |   0 | 181 | 247
01  |  16 |  82 | 115
02  |  33 |  99 | 132
03  |  33 | 115 | 148
04  |  49 | 132 | 165
05  |  66 | 148 | 165
06  |  82 | 165 | 165
07  |  99 | 181 | 181
08  | 132 | 197 | 197
09  | 148 | 197 | 214
10  | 165 | 214 | 214
11  | 181 | 230 | 230
12  | 181 | 247 | 247
13  | 197 | 247 | 247
14  |  16 |  66 | 115
15  |  16 |  66 |  99

Palette at 401800_401810:
Idx | R | G | B
00  |   0 | 197 |   0
01  |  82 |  33 |  33
02  | 148 |  49 |  33
03  | 197 |  82 |  66
04  | 247 |  99 |  99
05  | 247 | 132 |  99
06  | 115 |  66 |  66
07  | 148 |  99 |  82
08  | 214 | 132 |  82
09  |  66 |  82 |  82
10  | 115 | 115 | 115
11  | 165 | 181 | 181
12  | 247 | 165 |  66
13  | 247 | 247 |  99
14  | 247 | 247 | 230
15  |  33 |  33 |  33

Palette at 401820_401830:
Idx | R | G | B
00  |   0 | 197 |  16
01  |  49 |  66 |  66
02  |  66 | 132 |  99
03  |  82 | 165 | 132
04  | 115 | 214 | 165
05  | 181 | 247 | 197
06  |  82 |  66 |  49
07  | 115 |  99 |  82
08  | 165 | 148 | 115
09  |  49 |  82 |  66
10  |  66 |  99 |  82
11  |  99 | 132 | 115
12  | 165 | 148 | 115
13  | 214 | 197 | 148
14  | 247 | 230 | 197
15  |  33 |  33 |  33

Palette at 401840_401850:
Idx | R | G | B
00  |   0 | 197 |  33
01  |  33 | 165 | 148
02  |  49 | 165 | 165
03  |  66 | 165 | 197
04  |  99 | 148 | 230
05  | 148 | 132 | 247
06  | 181 | 132 | 230
07  | 214 | 148 | 230
08  | 230 | 148 | 230
09  | 247 | 181 | 148
10  | 247 | 197 | 132
11  | 247 | 230 | 148
12  | 247 | 247 | 148
13  | 247 | 247 | 214
14  | 247 | 247 | 247
15  |   0 |   0 |   0

Palette at 401860_401870:
Idx | R | G | B
00  |   0 | 197 |  49
01  | 181 | 148 | 214
02  | 197 | 181 | 214
03  | 214 | 197 | 230
04  | 230 | 214 | 247
05  | 247 | 230 | 247
06  |  33 |  66 |  33
07  |  66 |  82 |  66
08  |  99 |  99 |  99
09  | 148 | 132 | 132
10  | 165 | 165 | 148
11  | 197 | 181 | 165
12  | 214 | 197 | 181
13  | 247 | 214 | 181
14  | 247 | 247 | 214
15  |  16 |  33 |  33

Palette at 401880_401890:
Idx | R | G | B
00  |   0 | 197 |  66
01  | 197 | 148 | 197
02  | 197 | 181 | 214
03  | 214 | 197 | 230
04  | 230 | 214 | 247
05  | 247 | 230 | 247
06  |  49 |  49 |  16
07  |  82 |  66 |  33
08  |  99 |  66 |  49
09  | 148 |  99 |  66
10  | 181 | 132 |  82
11  | 197 | 165 |  99
12  | 214 | 181 | 148
13  | 247 | 214 | 181
14  | 247 | 230 | 197
15  |  33 |  33 |  16

Palette at 4018A0_4018B0:
Idx | R | G | B
00  |   0 | 197 |  82
01  |  99 |  99 | 132
02  | 148 | 115 | 132
03  | 197 | 132 | 115
04  | 230 | 165 |  99
05  | 230 | 197 |  99
06  | 247 | 230 |  82
07  |  49 |  33 |  66
08  |  82 |  82 | 115
09  |  99 | 230 | 132
10  |  99 |  82 | 132
11  | 148 | 115 | 148
12  |  66 |  82 |  82
13  |  66 |  82 |  66
14  |  82 |  99 | 115
15  |  99 | 115 |  99

Palette at 4018C0_4018D0:
Idx | R | G | B
00  |   0 | 197 |  99
01  |  33 |  66 |  82
02  |  82 |  66 |  66
03  | 132 |  99 |  66
04  | 214 | 132 |  33
05  | 132 |  66 | 115
06  | 181 |  82 |  33
07  |  82 |  66 | 115
08  |  99 |  99 | 132
09  | 115 | 115 | 148
10  | 132 | 115 | 148
11  | 132 | 132 | 165
12  | 148 | 148 | 165
13  | 165 | 148 | 165
14  |  82 |  99 | 132
15  |  99 | 115 | 115

Palette at 4018E0_4018F0:
Idx | R | G | B
00  |   0 | 197 | 115
01  |  49 |  33 |  16
02  | 115 |  49 |   0
03  | 148 |  82 |   0
04  |  99 |  66 |  16
05  | 132 |  99 |  33
06  | 197 | 148 |  33
07  | 214 | 181 |  82
08  | 214 | 214 | 165
09  |  82 |  49 | 132
10  |  99 |  66 | 132
11  | 132 |  82 | 132
12  | 148 |  99 | 132
13  | 181 | 132 | 132
14  | 214 | 148 | 132
15  |  16 |  16 |  16

Palette at 401900_401910:
Idx | R | G | B
00  |   0 | 197 | 132
01  |  66 |   0 |  16
02  | 115 |   0 |   0
03  | 165 |   0 |   0
04  | 197 |   0 |   0
05  | 230 |   0 |   0
06  | 247 |  16 |   0
07  | 247 |  82 |   0
08  | 247 | 115 |  16
09  | 247 | 132 |  16
10  |   0 |   0 |  16
11  |   0 |  16 |  33
12  |  16 |  33 |   0
13  |  82 |  66 |  16
14  | 165 | 115 |  16
15  |   0 |   0 |   0

Palette at 401920_401930:
Idx | R | G | B
00  |   0 | 197 | 148
01  |  16 |  16 |  49
02  |  16 |  33 |  66
03  |   0 |  16 |  16
04  |   0 |  33 |  33
05  |   0 |  49 |  33
06  |   0 |  16 |  16
07  |  16 |  16 |  16
08  |  16 |  33 |  33
09  |  33 |  33 |  33
10  |   0 |   0 |  16
11  |   0 |  16 |  33
12  |  16 |  33 |   0
13  |  82 |  66 |  16
14  | 165 | 115 |  16
15  |   0 |   0 |   0

Palette at 401940_401950:
Idx | R | G | B
00  |   0 | 197 | 165
01  |  49 |  49 |  82
02  |  82 |  66 | 115
03  | 132 |  82 |  99
04  | 181 |  99 |  66
05  | 214 | 115 | 115
06  | 230 | 148 | 148
07  | 230 | 181 | 181
08  | 247 | 197 | 214
09  | 247 | 230 | 230
10  |   0 |   0 |  16
11  |   0 |  16 |  33
12  |  16 |  33 |  49
13  |  49 |  33 |   0
14  |  82 |  66 |  33
15  |   0 |   0 |   0

Palette at 401960_401970:
Idx | R | G | B
00  |   0 | 197 | 181
01  |  82 |   0 |  16
02  | 115 |  16 |   0
03  | 165 |  49 |  16
04  |  49 |  33 |  49
05  |  66 |  49 |  49
06  | 115 |  66 |  49
07  | 148 |  99 |  66
08  | 197 | 132 |  66
09  | 230 | 165 |  99
10  |   0 |   0 |  16
11  |   0 |  16 |  33
12  |  66 |  33 |   0
13  | 132 |  82 |  16
14  | 197 | 132 |  16
15  |   0 |   0 |   0

Palette at 401980_401990:
Idx | R | G | B
00  |   0 | 197 | 197
01  |  49 |   0 |   0
02  |  99 |  16 |   0
03  | 148 |  49 |  33
04  |  33 |  16 |  16
05  |  49 |  33 |  33
06  |  66 |  33 |  33
07  |  82 |  49 |  33
08  | 132 |  82 |  49
09  | 165 | 132 |  49
10  |   0 |   0 |  16
11  |   0 |  16 |  33
12  |  33 |  16 |  16
13  |  99 |  49 |  33
14  | 148 | 115 |  33
15  |   0 |   0 |   0

Palette at 4019A0_4019B0:
Idx | R | G | B
00  |   0 | 197 | 214
01  |  16 |   0 |   0
02  |  33 |   0 |   0
03  |  66 |   0 |   0
04  |  82 |   0 |   0
05  | 115 |   0 |   0
06  | 165 |  16 |   0
07  | 197 |  66 |  16
08  | 230 | 115 |  16
09  | 230 | 148 |  33
10  |   0 |   0 |   0
11  |   0 |   0 |   0
12  |   0 |   0 |   0
13  |   0 |   0 |   0
14  |   0 |   0 |   0
15  |   0 |   0 |   0

Palette at 4019C0_4019D0:
Idx | R | G | B
00  |   0 | 197 | 230
01  |  49 |   0 |   0
02  |  82 |  33 |  16
03  | 148 |  82 |  33
04  | 197 | 132 |  49
05  | 214 | 165 |  82
06  | 230 | 197 |  82
07  | 247 | 214 | 132
08  |  82 |  66 | 181
09  | 165 | 165 | 197
10  |  49 |  49 |  33
11  |  82 |  82 |  66
12  | 132 | 115 |  99
13  | 132 |  33 |  16
14  | 197 |  66 |  33
15  |  16 |  16 |   0

Palette at 4019E0_4019F0:
Idx | R | G | B
00  |   0 | 197 | 247
01  |   0 |  49 |  33
02  |   0 |  66 |  33
03  |   0 |  82 |  49
04  |   0 |  99 |  49
05  |   0 | 115 |  66
06  |   0 | 132 |  66
07  |   0 | 148 |  82
08  |   0 | 165 |  82
09  |  66 | 165 |  99
10  | 115 | 181 | 115
11  | 148 | 197 | 132
12  | 197 | 197 | 148
13  | 230 | 214 | 165
14  | 247 | 230 | 181
15  | 247 | 247 | 214

Palette at 401A00_401A10:
Idx | R | G | B
00  |   0 | 214 |   0
01  |   0 |  49 |  16
02  |   0 |  66 |  33
03  |   0 |  82 |  49
04  |   0 |  99 |  49
05  |   0 | 115 |  66
06  |   0 | 132 |  66
07  |   0 | 148 |  82
08  | 181 |  99 | 132
09  |  16 | 165 | 115
10  |  82 | 181 | 132
11  | 115 | 181 | 165
12  | 148 | 197 | 181
13  | 181 | 197 | 197
14  | 230 | 214 | 197
15  | 247 | 247 | 214

Palette at 401A20_401A30:
Idx | R | G | B
00  |   0 | 214 |  16
01  |   0 |  49 |  33
02  |   0 |  66 |  33
03  |   0 |  82 |  49
04  |   0 |  99 |  49
05  |  49 | 115 |  49
06  |  99 | 132 |  66
07  | 148 | 148 |  33
08  | 197 | 181 |  33
09  | 230 | 214 |  16
10  | 247 | 230 |  33
11  | 247 | 247 |  82
12  | 247 | 247 | 148
13  | 247 | 247 | 247
14  |   0 |  33 |   0
15  |   0 |  16 |   0

Palette at 401A40_401A50:
Idx | R | G | B
00  |   0 | 214 |  33
01  |  16 |  33 |  33
02  |  16 |  49 |  66
03  |  33 |  82 |  82
04  |  82 |  99 |  99
05  |   0 | 115 |  66
06  |   0 | 132 |  66
07  |   0 | 148 |  82
08  |   0 | 165 |  82
09  |  66 | 165 |  99
10  | 115 | 181 | 115
11  | 148 | 197 | 132
12  | 197 | 197 | 148
13  | 230 | 214 | 165
14  | 247 | 230 | 181
15  | 247 | 247 | 214

Palette at 401A60_401A70:
Idx | R | G | B
00  |   0 | 214 |  49
01  |  16 |  33 |  33
02  |  16 |  49 |  66
03  |  33 |  82 |  82
04  |  82 |  99 |  99
05  |   0 | 115 |  66
06  |   0 | 132 |  66
07  |   0 | 148 |  82
08  | 132 | 132 | 115
09  |  16 | 165 | 115
10  |  82 | 181 | 132
11  | 115 | 181 | 165
12  | 148 | 197 | 181
13  | 181 | 197 | 197
14  | 230 | 214 | 197
15  | 247 | 247 | 214

Palette at 401A80_401A90:
Idx | R | G | B
00  |   0 | 214 |  66
01  |  16 |  33 |  33
02  |  16 |  49 |  66
03  |  33 |  82 |  82
04  |  82 |  99 |  99
05  | 132 | 132 | 115
06  |  66 |  33 |  33
07  | 115 |  49 |  49
08  | 181 |  82 |  66
09  | 165 | 148 | 165
10  | 214 | 197 | 181
11  | 148 | 197 | 132
12  | 197 | 197 | 148
13  | 230 | 214 | 165
14  | 247 | 230 | 181
15  | 247 | 247 | 214

Palette at 401AA0_401AB0:
Idx | R | G | B
00  |   0 | 214 |  82
01  |  49 |  33 |  16
02  |  82 |  49 |  16
03  | 115 |  82 |  16
04  | 148 |  99 |  33
05  | 197 | 115 |  33
06  | 230 | 165 |  49
07  | 247 | 197 |  66
08  |  49 |  49 |  33
09  |  82 |  66 |  33
10  | 115 |  99 |  66
11  | 148 | 132 |  82
12  | 197 | 165 | 115
13  | 247 | 214 | 148
14  | 247 | 247 | 214
15  |  33 |  33 |  33

Palette at 401AC0_401AD0:
Idx | R | G | B
00  |   0 | 214 |  99
01  |  49 |  33 |  16
02  |  82 |  49 |  16
03  | 115 |  66 |  16
04  | 148 |  82 |  49
05  | 181 | 115 |  49
06  | 214 | 148 |  66
07  | 247 | 197 |  82
08  |  49 |  33 |  16
09  |  82 |  66 |  16
10  | 115 |  99 |  49
11  | 148 | 132 |  66
12  | 181 | 165 | 132
13  | 214 | 214 | 181
14  | 247 | 247 | 230
15  |  16 |  16 |  16

Palette at 401AE0_401AF0:
Idx | R | G | B
00  |   0 | 214 | 115
01  |  49 |  49 |  33
02  |  82 |  82 |  49
03  |  99 |  99 |  66
04  | 115 | 132 |  82
05  | 132 | 148 | 132
06  | 181 | 197 | 165
07  | 230 | 247 | 230
08  |  16 |  33 |  16
09  |  33 |  66 |  16
10  |  66 |  99 |  16
11  | 115 | 165 |  16
12  | 148 | 214 |   0
13  | 181 | 247 |   0
14  | 247 | 247 |  33
15  |  33 |  33 |  33

Palette at 401B00_401B10:
Idx | R | G | B
00  |   0 | 214 | 132
01  |  66 |   0 |  16
02  | 132 |  16 |  16
03  | 197 |  33 |  16
04  | 247 |  66 |  16
05  | 247 | 115 |  33
06  | 132 |  66 |  16
07  | 181 | 115 |  16
08  | 247 | 181 |  49
09  |  49 |  49 |  49
10  |  66 |  66 |  82
11  |  82 |  99 |  99
12  | 115 | 115 | 132
13  | 165 | 165 | 165
14  | 230 | 230 | 230
15  |  16 |  16 |  16

Palette at 401B20_401B30:
Idx | R | G | B
00  |   0 | 214 | 148
01  |  49 |  49 |  49
02  |  66 |  66 |  82
03  |  82 |  99 |  99
04  | 115 | 115 | 132
05  | 165 | 165 | 165
06  |  66 |   0 |  16
07  | 132 |  16 |  16
08  |  82 |  49 |   0
09  |  99 |  49 |   0
10  | 132 |  82 |  16
11  | 181 |  99 |  33
12  | 230 | 132 |  33
13  | 247 | 181 |  49
14  | 230 | 230 | 230
15  |  33 |  33 |  33

Palette at 401B40_401B50:
Idx | R | G | B
00  |   0 | 214 | 165
01  |  99 |  16 |  16
02  |  66 |  66 |  82
03  |  82 |  99 |  99
04  | 115 | 115 | 115
05  | 132 | 181 | 132
06  | 148 |  49 |  16
07  | 197 |  66 |  16
08  | 247 |  82 |  16
09  |  49 |  49 |  49
10  | 181 | 197 | 181
11  | 230 | 230 | 230
12  | 247 | 132 |   0
13  | 247 | 165 |  16
14  | 247 | 214 |  16
15  |  33 |  33 |  33

Palette at 401B60_401B70:
Idx | R | G | B
00  |   0 | 214 | 181
01  | 247 |  82 |  16
02  |  66 |  66 |  82
03  |  82 |  99 |  99
04  | 115 | 115 | 115
05  | 132 | 181 | 132
06  | 148 |  49 |  16
07  | 197 |  66 |  16
08  |  16 | 148 | 247
09  |  49 |  49 |  49
10  | 181 | 197 | 181
11  | 230 | 230 | 230
12  |  82 | 214 | 247
13  | 165 | 247 | 247
14  | 247 | 247 | 247
15  |  33 |  33 |  33

Palette at 401B80_401B90:
Idx | R | G | B
00  |   0 | 214 | 197
01  |  99 |  99 | 247
02  |  99 | 132 | 247
03  |  82 | 148 | 247
04  |  82 | 165 | 247
05  |  82 | 197 | 247
06  |  82 | 230 | 247
07  | 165 | 247 | 247
08  |  16 |  16 |  16
09  | 247 | 247 | 247
10  |  82 |  66 |  49
11  | 115 | 115 |  82
12  | 165 | 148 | 132
13  | 214 | 197 | 165
14  |  99 |  82 | 247
15  |   0 |   0 |   0

Palette at 401BA0_401BB0:
Idx | R | G | B
00  |   0 | 214 | 214
01  |  49 |  33 |   0
02  |  66 |  33 |   0
03  |  99 |  49 |   0
04  | 115 |  66 |  16
05  | 132 |  82 |  33
06  | 165 |  99 |  33
07  | 197 | 132 |  49
08  |  49 |  49 |  49
09  |  66 |  66 |  66
10  |  82 |  82 |  66
11  | 115 |  99 |  82
12  | 148 | 132 |  99
13  | 181 | 165 | 165
14  | 214 | 214 | 197
15  |  33 |  33 |  33

Palette at 401BC0_401BD0:
Idx | R | G | B
00  |   0 | 214 | 230
01  |  49 |  16 |  16
02  |  66 |   0 |  16
03  |  82 |  16 |  16
04  | 115 |  16 |  16
05  | 165 |  33 |  16
06  | 214 |  33 |  16
07  | 230 |  99 |  33
08  |  33 |  33 |  33
09  |  49 |  49 |  49
10  |  66 |  99 |  66
11  |  66 | 115 |  66
12  | 132 | 148 | 132
13  | 247 | 148 |  49
14  | 230 | 197 | 181
15  |  16 |  16 |  16

Palette at 401BE0_401BF0:
Idx | R | G | B
00  |   0 | 214 | 247
01  |   0 |  33 |  82
02  |   0 |  33 |  99
03  |   0 |  49 | 132
04  |   0 |  49 | 148
05  |   0 |  49 | 181
06  |   0 |  66 | 197
07  |  16 |  66 | 214
08  | 197 | 230 | 247
09  |  16 | 115 | 230
10  |  49 | 132 | 247
11  |  66 | 148 | 247
12  |  99 | 181 | 247
13  | 132 | 197 | 247
14  | 165 | 214 | 247
15  | 230 | 247 | 247

Palette at 401C00_401C10:
Idx | R | G | B
00  |   0 | 230 |   0
01  |   0 |  16 |  82
02  |   0 |  33 |  99
03  |   0 |  49 | 132
04  |   0 |  49 | 148
05  |   0 |  49 | 181
06  |   0 |  66 | 197
07  |  16 |  66 | 214
